type,store,name,price,image_url
Pure vanilla extract,Sprouts,Golden Brown Sugar,$1.99 /lb,"https://image-server.unataops.com/image-server/fit-in/200x200/filters:quality(80)/https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6aae6ec7-46bd-4085-aade-4c438dbfc469.png"
Pure vanilla extract,Sprouts,Sprouts Organic Non-Alcoholic Vanilla Extract,$19.99 /ea,"https://image-server.unataops.com/image-server/fit-in/200x200/filters:quality(80)/https://d2d8wwwkmhfcva.cloudfront.net/800x/filters:fill(FFF,true):format(jpg)/d2lnr5mha7bycj.cloudfront.net/product-image/file/large_5287e3b4-7ac2-4866-95a4-2d0c721e30bb.png"
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
Pure vanilla extract,Sprouts,N/A,N/A,N/A
